ID,name,batch,link,description,type,company
139,"Lani Lazzari (Pittsburgh, PA)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Lani founded Simple Sugars, an all-natural skincare line developed especially for sensitive skin. Simple Sugars products are sold online and in over 400 retail locations throughout the US.",Skincare/Beauty,Simple Sugars
140,Mark Prokoudine (Moscow / Toronto / San Francisco),7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Mark is CEO of Kickback, a company building the casino of the future. Kickback allows users to bet on video games like CS:GO and DotA.",Gaming,Kickback
141,"Micah Green (Austin, TX)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Micah founded Maidbot, a robotics company that created the first housekeeping robot for hotels.",Robotics,Maidbot
142,Nicholas Shekerdemian (London / San Francisco / Hong Kong),7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Nicholas co-founded Headstart, which uses machine learning to help companies identify who they should hire.",Recruitment Software,Headstart
143,"Peeyush Shirvastava (Kuala Belait, Brunei / Mason, Ohio)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Peeyush is CEO of Genetesis, a medical device company that developed CardioFlux, an imaging platform that leverages next-generation sensors and advanced computing to noninvasively measure and analyze the heart’s natural magnetic fields.",Medical Device,Genetesis
144,"Phat Le (Portland, OR)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Phat is a founder of Sleeker, which uses unique insights and data to help auto service centers increase revenue via effective scheduling and customer messaging.",SaaS,Sleeker
145,Prahasith Veluvolu (Indianapolis),7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Prahasith is CEO of Mimir, which builds a classroom automation tool for computer science and programming courses.",Software,Mimir
146,"Robert Kirstiuk (New Brunswick, Canada / Vancouver / Seattle)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Robert is CEO and co-founder of Coastline Market, a predictive marketplace that allows commercial seafood harvesters to sell their fish to storefront businesses in advance of boat landings.",Seafood Marketplace,Coastline Market
147,"Sam Bernstein (New York, NY)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Sam is CEO and co-founder of LoftSmart, the first end-to-end marketplace for student rentals. Students across the country use LoftSmart to discover, lease, and pay for local rentals instantly.",Real Estate Technology,LoftSmart
148,"Shahed Kahn (San Francisco, CA)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Shahed founded Loom, a cloud-based video messaging service used by more than 200,000 employees at companies such as Hubspot, Uber, and Nielsen.",SaaS,Loom
149,"Sol Chen (Cambridge, MA)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Sol founded Clara, which is building a platform to support patients throughout the clinical trial process, from identification to enrollment and beyond.",Health Technology,Clara
150,"Tara Bosch (Vancouver, BC)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,Tara founded SmartSweets. SmartSweets innovates confectionary products that kick sugar - naturally.,Wellness,Smart Sweets
151,"Zaid Rahman (Dubai, United Arab Emirates/ San Francisco, CA)",7,https://www.businesswire.com/news/home/20170616005607/en/Thiel-Foundation-Announces-2017-Thiel-Fellows,"Zaid is CEO of Volley, an artificial intelligence company focused on personalizing enterprise learning.",Artificial Intelligence,Volley
152,"André Bertram (Toronto, Canada)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"André is CEO of HelpWear, a company creating a 24/7 at-home, clinical-grade ECG monitor worn on a patient's wrist or arm.",Medical device,HelpWear
153,"Andrew Sampson (Dallas, GA)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Andrew is a co-founder and CEO of Rainway, a web-based game-streaming platform that lets users play their favorite PC games anywhere, across a variety of different devices.",Game streaming,"Rainway, Inc."
154,"Aparna Krishnan (Chennai, India / Muscat, Oman / Berkeley, CA)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Aparna is a co-founder and CEO of Mechanism Labs, the world's first open source research lab. It tackles pressing problems in blockchain through cryptoeconomics, currently focusing on incentive design and alternative consensus.",Blockchain,Mechanism Labs
155,"Axel Ericsson (San Francisco, CA / Stockholm, Sweden)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Axel is a co-founder of Vest, a company building software for Ethereum and other blockchains that enables users to earn interest on their cryptocurrency.",Blockchain,Vest
156,"Daniel Ternyak (Minneapolis, MN)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Daniel is the CTO of MyCrypto, and is helping to facilitate the transition to a decentralized society by bringing accessibility to Ethereum and other blockchains.",Blockchain,MyCrypto
157,"Divyaditya (Divy) Shrivastava (Madhya Pradesh, India / Lewis Center, OH)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,Divy is creating technology that helps firefighters respond faster and more accurately to the exact location of an emergency.,"Software, hardware",
158,"Erin Smith (Lenexa, KS)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Erin founded FacePrint, an AI tool to diagnose and monitor Parkinson's disease and commonly misidentified neurological disorders using video technology and early-stage facial muscle indicators.",Health IT,FacePrint
159,"Gemma Busoni (San Salvador, El Salvador / Los Angeles, CA)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Gemma is a co-founder of Discovr Labs, which uses VR/AR immersive technology to deliver the most effective education and training experiences.",Virtual Reality / Augmented Reality,Discovr Labs
160,"Greg Tseng (Weston, MA)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Greg founded Diluvian, a company that has developed new privacy technologies to help everyone better protect their personal and business information.",Privacy technology,Diluvian
161,"Jamie Cox (Oxford, U.K.)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Jamie is a co-founder of Flare, which is building technology to turn any internet-connected device into a cloud server and eventually build the infrastructure for a new decentralized internet.",Internet infrastructure,Flare
162,"Joey Varikooty (Edison, NJ)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Joey is a co-founder of Amber Agriculture, a company leveraging the latest in analytics and automation to manage, protect and market grain.",Hardware,Amber Agriculture
163,"Joshua Browder (London, U.K.)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Joshua is the founder and CEO of DoNotPay, the world's first robot lawyer, which aims to make the law free, automated and instant for consumers.",Artificial intelligence,DoNotPay
164,"Josh Sakhai (Great Neck, NY)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Josh is a co-founder of Ephemeral Tattoos, a company developing a suite of semi-permanent tattoo inks—applied by tattoo artists— that disappear completely on their own.",Consumer biotechnology,Ephemeral Tattoos
165,"Julián Ríos (Monterrey, Nuevo León, Mexico)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Julián is a co-founder and CEO of Higia Technologies, a company developing an accessible and non-invasive wearable device for breast cancer risk assessment.",Wearables,Higia Technologies
166,"Kimberlie Le (Edmonton, Canada / San Francisco, CA)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Kimberlie is a co-founder and CEO of Terramino Foods, which uses fungi-based protein to replicate the taste, texture, and nutrition of seafood and meat.",Food technology,Terramino Foods
167,"Liam Berryman (San Mateo, CA)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Liam is a co-founder and CEO of Nelumbo, a company that has developed a new materials platform that is able to significantly increase the energy efficiency of any refrigeration system.",Energy efficiency,Nelumbo
168,"Meghan Sharkus (Oregon, WI)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Meghan is a founder and CEO of ExpressionMed, a company that creates supplemental adhesives for wearable devices in chronic care, allowing people with diabetes to wear their devices longer, more comfortably, and without pain or residue upon removal.",Medical accessory,ExpressionMed
169,"Robert Habermeier (Bethesda, MD)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Robert is a co-founder of Polkadot, a project that aims to reshape the existing internet structure into a completely decentralized web.",Blockchain,Polkadot
170,"Shak Lakhani (Richmond Hill, Ontario, Canada)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Shak is a co-founder of Avro Life Science, a company developing skin patches for generic drug delivery. Avro's easy-to-use patches are made from a novel polymer and allow multiple medications to work faster and last longer.",Biotechnology,Avro Life Science
171,"Tapa Ghosh (Portland, OR)",8,https://www.businesswire.com/news/home/20180622005131/en/Thiel-Foundation-Announces-2018-Thiel-Fellows,"Tapa is the founder and CEO of Vathys, a company creating machine learning chips that operate 10x faster than current options.",Computer processors,Vathys
172,"Adam Pollack: Oyster Bay, NY/Denver, CO",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"BoardRE is a new type of mortgage company that upgrades any offer to a cash offer, giving every buyer who can afford a mortgage a better shot at winning their dream home.","Real Estate, Financial Technology",BoardRE
173,"Andrei Serban: Mississauga, Ontario/San Francisco, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Fuzzbuzz is an automated software testing platform that generates and runs thousands of tests per second to help developers find bugs and security vulnerabilities in their code.,"Software, Cybersecurity",Fuzzbuzz
174,"Andrew Ninh: Fountain Valley, CA/San Francisco, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Docbot has developed better computer vision software to save people from colon and stomach cancers by helping colonoscopists identify more precancerous polyps.,"Healthcare, Medical Device, Health IT",Docbot
175,"Claire Coder: Toledo, OH/Columbus, OH & New York City, NY",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Aunt Flow supplies free-vend dispensers and 100% organic cotton menstrual products to businesses and schools to ensure that everyone has access to healthy, sustainable wellness products wherever they are.","Healthcare, Feminine Hygiene",Aunt Flow
176,"Davis Foster: Boston, MA/Boulder, CO",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Scythe Robotics is building industrial-scale, computer vision-driven autonomous lawn mowers for commercial landscaping contexts.","Robotics, Hardware, Autonomous Vehicles",Scythe Robotics
177,"Emily Wang: New Haven, CT/New York, NY",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Canairy’s software platform tracks and monitors chronic respiratory diseases by using signal processing and machine learning to evaluate qualities and changes in a person’s cough or voice.,"Healthcare IT, Healthcare AI, Healthcare Technology",Canairy
178,"Iddris Sandu: Ghana/Los Angeles, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Iddris is a designer and engineer focused on creating a resource hub to empower African youth through sustainable design and technology.,"Technology, Design",
179,"Ilayda Buyukdogan: Istanbul, Turkey/Copenhagen, Denmark",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Compocket is disrupting traditional electronics measurement device manufacturers by creating pocket-sized and mobile-based smart devices, starting with a mini oscilloscope.",Hardware,Compocket
180,"Jake Hillard: Salt Lake City, UT/Palo Alto, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Red Leader is building a software-defined Lidar system that uses a fundamentally new architecture and modern digital signal processing to dramatically improve point density.,"Lidar, Hardware",Red Leader
181,"Jamie Marshall: Providence, RI/Berkeley, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Snackpass is an app that lets college students order takeout, earn rewards, and share discounts with friends.","Consumer, Software",Snackpass
182,"Joanne Peng: Regina, Saskatchewan/Victoria, British Columbia",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Joanne is a longevity researcher working with blood-based biomarkers to better understand how people age.,Biology Research,
183,"John Andrew Entwistle: Katonah, NY/Austin, TX",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Coder eliminates the limitations of the local machine for software engineers by moving software development to the cloud.,Software Development,Coder
184,"Kai Kloepfer: Boulder, CO/Boston, MA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Biofire is building smart guns that use advanced biometric technology to enable radically safer ownership of firearms.,"Hardware, Smart Guns",Biofire
185,"Matthew DiMarcantonio: Williamsburg, VA/Reston, VA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Marble makes elegant self-ordering kiosks for cashier-free checkout at restaurants. The company has processed 250,000 orders and will soon launch with several national chains.","SaaS, Enterprise Software, Software",Marble
186,"Mel Du: Houston, TX/Denver, CO",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Ramp USA is expanding mobility for wheelchair users by developing a conversion kit that turns a normal wheelchair into an easy-to-use, off-road capable electric vehicle.","Medical Robotics, Electric Vehicles",Ramp USA
187,"Neiman Mathew: Portland, OR/Palo Alto, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Hex is a scientific research company working on quantum computing, supercapacitors, and superconductivity.",Polymer Nanotechnology,Hex Labs
188,"Paige Brown: Bangor, ME/Palo Alto, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"WindBorne’s high-altitude weather balloon system flies up to 60x longer than existing offerings, allowing it to provide high-resolution atmospheric data and superior weather prediction services to clients in agriculture, transportation, and disaster preparedness settings.",WindBorne,WindBorne
189,"Phillip Chao: Shanghai, China/San Francisco, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Doppler is a modern configuration and secrets management tool that helps teams and businesses secure, store and manage API keys, tokens, database credentials, and other sensitive information.",Software,Doppler
190,"Rohit Kalyanpur: Sammamish, WA/Chicago, IL",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Optivolt Labs develops remarkably efficient solar arrays that easily integrate to power existing devices like drones, scooters, and robotics.",Decentralized Energy,Optivolt Labs
191,"Sean Henry: Atlanta, GA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"STORD provides networked, flexible, and on-demand warehousing, freight, and software solutions that cut transit times and optimize supply chains.",Logistics Technology,STORD
192,"Tieshun Roquerre: Boston, MA/San Francisco, CA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,"Namebase is a domain registrar and exchange for the Handshake blockchain; Handshake is a decentralized, permissionless naming protocol.","Cryptocurrency, Blockchain, Decentralized DNS",Namebase
193,"Will Manidis: West Chester, PA/Boston, MA",9,https://www.businesswire.com/news/home/20190710005246/en/Thiel-Foundation-Announces-2019-Thiel-Fellows,Cascade is rethinking how biomedical researchers find and share technical information in order to accelerate therapeutic and clinical workflows.,"Biotech, Healthcare",Cascade.bio
194,"Aaron Hannon: Galway, Ireland",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Lily Devices is developing medical devices to prevent hair loss during chemotherapy.,,Lily Devices
195,"Adam Guild: Los Angeles, CA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Profitboss makes online ordering and marketing software for independent restaurants, helping restaurant owners increase sales and maximize profitability while keeping their customer data safe from third party delivery companies.",,Profitboss
196,"Ben Stern: Melbourne, FL",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Nohbo aims to eliminate single-use plastic bottles in the hospitality industry by manufacturing water soluble drops containing shampoo, soap, and other personal care items.",,Nohbo
197,"Blake Resnick: Las Vegas, NV",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Brinc Drones designs and manufactures advanced aerial robots that help tactical teams respond to barricade, hostage, and active shooter situations.",,Brinc Drones
198,"Brandon Wang: San Francisco, CA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Dreambound provides low-income Americans with planning tools and financing for workforce training courses, starting with a certified nursing assistant (CNA) program.",,Dreambound
199,"Brian Gu: Seattle, WA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Dark Forest is the world's first decentralized real-time strategy game, built on Ethereum with zkSNARKs.",,Dark Forest
200,"Dylan Diamond: New York, NY",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Saturn is an app that builds community through the calendar, focusing on helping high schoolers make plans and share schedules with friends.",,Saturn
201,"Griffin Barnicutt: Waterloo, Ontario",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Palitronica builds software that protect critical infrastructure and military systems, by detecting compromised parts in the supply chain and monitoring for cyber attacks and tampering.",,Palitronica
202,"Ignacio Belieres Montero: Buenos Aires, Argentina",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Epic Aerospace is building a last-mile delivery service for rockets and satellites.,,Epic Aerospace
203,"Jasmine Wang: Edmonton, Alberta",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"When she’s not working on Copysmith, a service that uses AI to turn keywords into written copy, Jasmine is writing a speculative fiction novel.",,Copysmith
204,"Joseph Kitonga: Philadelphia, PA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Vitable offers its members primary and urgent care medical coverage, utilizing virtual and in-home visits, with no copays.",,Vitable
205,"Kenta Iwasaki: Tokyo, Japan",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Hyperia is the first decentralized virtual power plant that traces, analyzes, and distributes energy to households and enterprises from renewable energy sources.",,Hyperia
206,"Lyn Chen: Toronto, Canada",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,LayerCI’s cloud-based SaaS provides software developers with efficient CI/CD + staging environments so they can build full-stack web apps faster.,,LayerCI
207,"Margaret Nyawira Karaba: Nairobi, Kenya",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Nurture and Reset sells highly nutritious moringa teas and powder, sourced from partner farmers in Kenya who receive fair wages and benefits.",,Nurture and Reset
208,"Michael Broughton: Los Angeles, CA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Perch helps users instantly boost their credit scores by using recurring expenses such as streaming subscriptions and rent payments.,,Perch
209,"Michael Chime: Broadview Heights, OH",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Prepared makes software that provides comprehensive support for educators and law enforcement during emergencies at school.,,Prepared
210,"Phoebe Yao: St. Louis, MO",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Pareto is a human API for business operations, helping entrepreneurs to outsource repetitive tasks.",,Pareto
211,"Robbie Ferguson: Sydney, Australia",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Immutable develops software that powers the world's most popular blockchain games.,,Immutable
212,"Scott Fitsimones: San Francisco, CA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"AirGarage has developed a suite of technical solutions for parking lot management: enforcement, payment collection, visitor registration, customer support, and more.",,AirGarage
213,"Shane Curran: Dublin, Ireland",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Evervault is building a data protection solution that helps developers encrypt sensitive data as soon as it leaves a user’s device.,,Evervault
214,"Sheridan Clayborne: San Francisco, CA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,LendTable provides cash advances to people to help them enroll in and take advantage of their employer’s 401(k) match program.,,LendTable
215,"Stephanie Mills: Newmarket, Ontario",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"CodeGem integrates with existing workflows to analyze a software team's productivity, collaboration, and engagement.",,CodeGem
216,"Thomas Suarez: Los Angeles, CA",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,Teleportal is a spatial computing company building a 3D operating system that will empower users to connect to shared mixed reality experiences in realtime.,,Teleportal
217,"Toni Oloko: New York, NY",10,https://www.businesswire.com/news/home/20201230005363/en/Thiel-Foundation-Announces-2020-Thiel-Fellows,"Dandy is a business-in-a-box for dentists, and aims to become the operating system for dentistry in America as the dental industry digitizes.",,Dandy
218,"Alex Taylor: 20, Lowell, MI",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Orb Aerospace creates electric aircraft to meet the needs of developing nations.,,Orb Aerospace 
219,"Alfonso de los Rios: 23, Monterrey, México",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Nowports facilitates the import and export process of Latin American companies across seven different countries.,,Nowports
220,"Ana Cornell: 21, Chicago, IL",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Acorn Genetics is an at-home DNA testing company, focused on delivering consumers affordable and accurate genetic results while keeping data private.",,Acorn Genetics
221,"Ariana Sokolov: 20, Los Angeles, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Ariana is creating better and more affordable tools and testing for neurodiverse individuals (those with ADHD, dyslexia, mild autism, etc).",,Ariana
222,"Ben Botvinick: 19, Palo Alto, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Hyper allows anyone to start an online business and begin accepting payments in a matter of minutes.,,Hyper
223,"Ben Nashman: 21, Toronto, ON",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Synex Medical is building the next generation of non-invasive health monitoring technology, beginning with the world’s first non-invasive glucose monitor.",,Synex Medical 
224,"Dayton Mills: 23, Seattle, WA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Branch.gg is a socialgaming platform focused on creating, sharing and monetizing instantly playable games and experiences in the metaverse.",,Branch.gg
225,"Edward Beccle: 22, London, UK",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Glorify is a Christian daily worship application creating space for users to connect with God and their community.,,Glorify
226,"Geffen Avraham: 20, Hod Hasharon, Israel / San Francisco, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Launching his first satellite at 18, Geffen created Skyline Celestial to build the personal computer of satellites and open the cosmos for all individuals.",,Skyline Celestial
227,"Ian Lee: 20, Santiago, Chile",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Examedi is a healthcare-at-home marketplace in Latin America connecting patients to nurses to perform clinical lab tests at home.,,Examedi
228,"James Dacombe: 21, London, UK",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,CoMind is developing non-invasive neuroimaging tools to detect a range of signals and create a seamless interface to the brain.,,CoMind
229,"John Ciocca: 21, Bonita Springs, FL",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Purple builds financial products that enable people with disabilities to spend, save and invest.",,Purple
230,"Kiara Nirghin: 21, San Francisco, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Rather is building financial technology to improve access to net worth building asset classes for the new generation.,,Rather
231,"Lada Nuzhna: 22, Kyiv, Ukraine",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Lada researches and develops biological tools to better visualize and manage biology at the molecular level.,,Lada
232,"Michael Lee: 23, Austin, TX",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Biodock is a computer vision platform for scientists, helping them more effectively understand their experiments and discover new insights by identifying and quantifying biological objects through no-install, GPU-powered AI modules.",,Biodock
233,"Nastassia Ponomarenko: 22, San Francisco, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Corecircle is a social fitness app empowering individuals to document and track their fitness journey in a like-minded community.,,Corecircle
234,"Oliver Edholm: 19, Stockholm, Sweden",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Depict.ai provides online retailers with a product recommendation system allowing them to focus on continuing to make and curate exceptional products.,,Depict.ai 
235,"Raina Jain: 19, Riverside, CT",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,QueenBee sustainably creates wellness products utilizing honeybee byproducts.,,QueenBee
236,"Rachel Xu: 21, San Francisco, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Rachel is building blockchain technology for artists and creatives to autonomously own their IP and profits.,,
237,"Ryan Park: 21, Seoul, Republic of Korea",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,Anchor is a DeFi savings protocol that offers stable and attractive yields on stablecoin deposits. Anchor taps into block rewards of major proof-of-stake blockchains to generate yields countercyclical to market fluctuations.,,Anchor
238,"Tamara Chayo Romo: 22, Mexico City, México",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,MEDU is a sustainable medical apparel producer providing healthcare professionals with the recyclable and innovative garments they need to remain protected while on the job.,,MEDU
239,"Tejas Manohar: 22, San Francisco, CA",11,https://www.businesswire.com/news/home/20220106005089/en/Thiel-Foundation-Announces-Next-Thiel-Fellow-Class,"Hightouch provides the necessary tools for companies to supercharge their marketing and sales initiatives by syncing data from warehouses into the tools business teams rely on including Salesforce, HubSpot, Marketo, and Facebook ads.",,Hightouch
